SIMBOLO,FECHA,VENCIMIENTO,TIPO DE SERIE,CIERRE,APERTURA,MAXIMO,MINIMO,PRECIO PROMEDIO,VOLUMEN NOMINAL,MONTO NEGOCIADO,CANTIDAD DE OPERACIONES
BBAR,2023-12-20,48 hs.,Homogenea,"1750,4",1654,"1772,9",1622,"1724,353",351418,"605968617,85",1575
BMA,2023-12-20,48 hs.,Homogenea,"2630,95","2520,5",2714,2506,"2634,672",131720,"347038956,9",1409
BYMA,2023-12-20,48 hs.,Homogenea,"835,5","817,5",880,810,"854,417",424878,363022782,2105
CEPU,2023-12-20,48 hs.,Homogenea,"854,629","871,321","907,719","840,652","877,943",1046228,"929944190,55",3131
COME,2023-12-20,48 hs.,Homogenea,"66,95",68,68,"66,6","67,124",2355459,"158107859,35",2870
CRES,2023-12-20,48 hs.,Homogenea,"922,1",950,965,"907,55","922,859",805709,"743556003,65",3221
EDN,2023-12-20,48 hs.,Homogenea,"951,75",999,"1007,95","932,5","964,888",522163,"503828855,35",3962
GGAL,2023-12-20,48 hs.,Homogenea,"1674,95",1600,"1692,5","1598,55","1651,212",2516059,"4150990374,15",3793
LOMA,2023-12-20,48 hs.,Homogenea,"1305,15",1280,1336,1280,"1304,883",264886,"345610151,6",1157
MIRG,2023-12-20,48 hs.,Homogenea,11105,11639,11639,11001,"11325,388","13112,7","148506415,8",513
PAMP,2023-12-20,48 hs.,Homogenea,"1912,15",1940,1969,1885,"1924,84",988277,"1902274869,1",5451
TGNO4,2023-12-20,48 hs.,Homogenea,1731,1733,1782,1700,"1745,666",220366,384685531,1465
VALO,2023-12-19,48 hs.,Homogenea,216,"213,5","219,75",212,"218,03",509720,"111134492,75",1685
TXAR,2023-12-19,48 hs.,Homogenea,837,822,"846,5","820,5","834,586",1793556,"1496875932,5",3740
CEPU,2023-12-19,48 hs.,Homogenea,"871,321","927,473","957,105","869,198","896,288",965229,"875874732,65",3842
TGSU2,2023-12-19,48 hs.,Homogenea,"2847,7",3000,"3097,9","2831,5","2933,995",385737,"1131750595,5",2727
CRES,2023-12-19,48 hs.,Homogenea,"934,5",956,1000,928,"963,496",471908,"454681383,3",2790
BYMA,2023-12-19,48 hs.,Homogenea,"817,5",808,840,800,"823,719",236180,"194546054,5",1700
SUPV,2023-12-19,48 hs.,Homogenea,711,730,755,"709,35","721,169",572668,"412990304,3",1434
EDN,2023-12-19,48 hs.,Homogenea,"1004,25",1040,1100,"999,5","1031,772",509286,"525466883,9",3315
BMA,2023-12-19,48 hs.,Homogenea,"2520,3",2600,2655,2470,"2536,887",156635,"397365253,95",1731
PAMP,2023-12-19,48 hs.,Homogenea,"1939,9","1972,7",1995,"1908,05","1946,244",1085029,"2111730920,5",5904
TRAN,2023-12-19,48 hs.,Homogenea,1113,1137,"1175,5",1081,"1140,697",215153,245424283,1329
YPFD,2023-12-19,48 hs.,Homogenea,"16714,45",16900,17250,16500,"16958,005",264255,"4481237645,4",5499
MIRG,2023-12-19,48 hs.,Homogenea,"11639,5",11622,"11849,5",11196,"11634,478","7634,3","88821096,4",381
TECO2,2023-12-19,48 hs.,Homogenea,"1520,8","1528,4","1589,5",1495,"1557,573",126900,"197656061,2",1140
ALUA,2023-12-19,48 hs.,Homogenea,"989,5",960,"991,5",954,"980,887",767450,"752715416,5",5165
LOMA,2023-12-19,48 hs.,Homogenea,"1304,6",1335,1350,"1286,45","1322,651",152971,"202327276,55",1026
TGNO4,2023-12-19,48 hs.,Homogenea,1733,1710,1765,1658,"1718,209",186584,320590378,2065
BBAR,2023-12-19,48 hs.,Homogenea,"1653,8",1725,1776,1648,"1689,392",257719,"435388370,65",1444
GGAL,2023-12-19,48 hs.,Homogenea,"1601,15","1659,9",1675,1595,"1630,299",1531389,"2490827464,55",3229
COME,2023-12-19,48 hs.,Homogenea,"67,1",66,68,66,"67,092",4471339,"299990817,55",3205
COME,2023-12-18,48 hs.,Homogenea,"66,9",66,68,"64,5","66,862",3301964,"220775550,75",3001
CEPU,2023-12-18,48 hs.,Homogenea,"907,225","911,67","954,142","854,382","909,654",1079158,"993860266,45",4043
BYMA,2023-12-18,48 hs.,Homogenea,806,825,"869,5","790,5","809,536",361252,292446436,1718
BMA,2023-12-18,48 hs.,Homogenea,"2578,45",2690,2760,2536,"2656,555",272065,"722755603,5",1455
BBAR,2023-12-18,48 hs.,Homogenea,"1710,8",1690,"1774,5",1640,"1696,151",86673,"147010531,85",1069
ALUA,2023-12-18,48 hs.,Homogenea,"951,5",925,970,909,"939,832",1525165,1433373545,7564
YPFD,2023-12-18,48 hs.,Homogenea,"16899,7",17017,17475,16601,"17018,167",235741,4011879800,6436
VALO,2023-12-18,48 hs.,Homogenea,"211,75",217,221,210,"214,458",2090064,448231966,1639
TXAR,2023-12-18,48 hs.,Homogenea,"815,5",830,839,780,"812,764",1424612,"1157873240,5",4711
TRAN,2023-12-18,48 hs.,Homogenea,"1128,5",1118,1138,1050,"1106,943",312418,345828908,1478
TGSU2,2023-12-18,48 hs.,Homogenea,"2985,35",3050,3130,"2902,85","3003,856",202210,"607409739,6",2723
TGNO4,2023-12-18,48 hs.,Homogenea,1704,1740,"1774,5",1605,"1680,966",294092,"494358592,5",2865
TECO2,2023-12-18,48 hs.,Homogenea,"1528,4",1480,1580,1450,"1499,414",127481,"191146810,55",1028
SUPV,2023-12-18,48 hs.,Homogenea,"725,05",745,"747,45",705,"728,918",234907,"171227952,75",1352
PAMP,2023-12-18,48 hs.,Homogenea,"1944,3","1950,55",1999,1875,"1929,947",876690,"1691964859,6",6656
MIRG,2023-12-18,48 hs.,Homogenea,11622,12100,12499,11010,"11569,536","7824,3","90523522,75",564
LOMA,2023-12-18,48 hs.,Homogenea,"1301,15",1314,1335,1250,"1295,921",184219,"238733286,3",1380
GGAL,2023-12-18,48 hs.,Homogenea,"1646,7",1640,1670,"1599,95","1640,902",1579691,"2590188864,55",3098
EDN,2023-12-18,48 hs.,Homogenea,"1037,6",980,1047,976,"1005,382",571278,"574352691,75",4305
CRES,2023-12-18,48 hs.,Homogenea,"953,75",975,990,"940,4","961,031",432166,"415325005,6",2846
TRAN,2023-12-15,48 hs.,Homogenea,"1114,5",1160,1225,1101,"1112,827",315441,"354366816,5",1579
COME,2023-12-15,48 hs.,Homogenea,"67,5","70,5","70,5","66,5","59,165",5348609,"363155213,15",3177
MIRG,2023-12-15,48 hs.,Homogenea,"11981,5",12000,12130,11505,"11968,075","11218,8","134267434,7",731
TXAR,2023-12-15,48 hs.,Homogenea,810,880,897,"793,5","813,482",1660000,"1369372406,5",6367
ALUA,2023-12-15,48 hs.,Homogenea,923,810,1035,690,"648,041",2278536,"2178611225,5",7802
PAMP,2023-12-15,48 hs.,Homogenea,"1950,55",2017,2052,"1914,95","1885,714",1135034,"2206557226,5",6702
TGNO4,2023-12-15,48 hs.,Homogenea,"1698,5",1870,1880,"1651,5","1685,949",301894,524612922,2515
YPFD,2023-12-15,48 hs.,Homogenea,"17015,9",18015,18200,16951,"16087,811",306455,"5296205792,8",7352
SUPV,2023-12-15,48 hs.,Homogenea,"729,9",796,805,"727,25","753,477",212659,"160444382,75",1426
LOMA,2023-12-15,48 hs.,Homogenea,"1315,6",1420,1450,"1305,05","1365,034",276352,"377229873,5",1423
BMA,2023-12-15,48 hs.,Homogenea,"2696,75",2880,2919,2600,"2758,576",380454,"1051403705,95",1366
TECO2,2023-12-15,48 hs.,Homogenea,"1520,1",1585,1605,1500,"1518,534",134854,"205133446,9",1186
GGAL,2023-12-15,48 hs.,Homogenea,"1652,5","1851,5","1851,5",1640,"1523,69",3948815,"6702588247,4",4259
BYMA,2023-12-15,48 hs.,Homogenea,"825,5","863,5",887,810,"838,236",351605,"296176267,5",1793
VALO,2023-12-15,48 hs.,Homogenea,"217,75","225,25",230,217,"222,099",1385657,307753335,1710
EDN,2023-12-15,48 hs.,Homogenea,"963,65",1025,1050,950,"980,546",424267,"416013335,65",3053
CEPU,2023-12-15,48 hs.,Homogenea,"914,633","1013,405","1013,702","890,928","956,391",1517206,"1469607039,1",4294
TGSU2,2023-12-15,48 hs.,Homogenea,"3039,1",3256,3256,"2961,8","3008,789",451709,"1362430498,35",2617
CRES,2023-12-15,48 hs.,Homogenea,"964,65",1020,"1044,2",932,"959,119",580038,"562983230,55",3248
BBAR,2023-12-15,48 hs.,Homogenea,"1706,45",1853,1890,1683,"1773,172",165824,"294397793,7",1096
TRAN,2023-12-14,48 hs.,Homogenea,"1187,5",1210,1261,1165,"1199,407",198554,238199519,1415
TXAR,2023-12-14,48 hs.,Homogenea,882,"939,5",955,870,"897,939",1429027,"1286897019,5",5261
VALO,2023-12-14,48 hs.,Homogenea,"226,5",224,230,"223,25","226,129",467792,"105781475,25",2080
YPFD,2023-12-14,48 hs.,Homogenea,"17995,45",19000,19000,17760,"17206,171",376031,6829507553,7623
ALUA,2023-12-14,48 hs.,Homogenea,"1026,5",1055,1070,993,"1004,062",1901423,1929221956,6535
BBAR,2023-12-14,48 hs.,Homogenea,"1859,1",1900,1924,1830,"1884,987",155469,"293085555,8",1452
BMA,2023-12-14,48 hs.,Homogenea,"2881,05",2900,"2989,5",2800,"2900,759",381587,"1106992138,4",1927
BYMA,2023-12-14,48 hs.,Homogenea,"863,5",895,909,850,"875,767",271279,"239946078,5",2197
CEPU,2023-12-14,48 hs.,Homogenea,"1013,751","1007,479","1066,743","967,97","997,11",1172779,"1184100059,8",3511
COME,2023-12-14,48 hs.,Homogenea,"69,95",71,"71,5",69,"67,88",5271528,371614904,4003
CRES,2023-12-14,48 hs.,Homogenea,"1011,45",1049,1049,1006,"1021,738",521782,"533736438,65",3125
EDN,2023-12-14,48 hs.,Homogenea,"1024,3",1052,1117,1015,"1033,715",718831,"743200954,45",3738
GGAL,2023-12-14,48 hs.,Homogenea,"1788,85",1835,1903,1780,"1692,427",3493588,"6312191000,45",4221
LOMA,2023-12-14,48 hs.,Homogenea,"1399,15","1398,8",1470,"1355,1","1396,89",135951,"189908550,3",1547
MIRG,2023-12-14,48 hs.,Homogenea,11847,12140,12400,"11500,5","11665,032","11614,6","135484681,4",467
PAMP,2023-12-14,48 hs.,Homogenea,"2029,6",2060,2130,"1985,5","2020,412",820356,"1663239687,8",6862
SUPV,2023-12-14,48 hs.,Homogenea,"799,45",812,850,"778,05","808,256",343853,"278116200,1",1907
TECO2,2023-12-14,48 hs.,Homogenea,"1582,2",1690,1699,1575,"1612,441",210310,"339156752,9",1680
TGNO4,2023-12-14,48 hs.,Homogenea,1854,1860,1980,1800,"1911,086",552812,1058173204,2773
TGSU2,2023-12-14,48 hs.,Homogenea,"3131,2",3080,3180,"3005,5","3113,849",416464,"1296928829,95",2776
ALUA,2023-12-13,48 hs.,Homogenea,"1044,5",1150,1180,1021,"1081,472",1368631,"1481864561,5",7681
BBAR,2023-12-13,48 hs.,Homogenea,"1888,65",1865,"1948,5",1785,"1847,426",205277,"379234078,65",1721
BMA,2023-12-13,48 hs.,Homogenea,"2836,05",2782,3300,"2596,15","2767,213",191173,"529016488,9",1839
BYMA,2023-12-13,48 hs.,Homogenea,"881,5",980,1000,850,"899,656",368122,"332007421,5",2974
CEPU,2023-12-13,48 hs.,Homogenea,"991,972","977,847","1106,252","918,584","962,099",1159810,"1129856426,4",4479
COME,2023-12-13,48 hs.,Homogenea,"70,65","72,75",74,68,"69,975",4556202,"321117419,25",4876
CRES,2023-12-13,48 hs.,Homogenea,"1021,6",1065,1150,983,"1019,163",897067,914257540,4454
EDN,2023-12-13,48 hs.,Homogenea,"1041,85",1101,1200,990,"1041,006",827247,"861169329,35",4975
GGAL,2023-12-13,48 hs.,Homogenea,"1827,3",1830,1921,1705,"1770,6",3411926,"6062846245,8",4893
LOMA,2023-12-13,48 hs.,Homogenea,"1397,75",1425,1495,1340,"1389,452",137786,"191446992,7",1732
MIRG,2023-12-13,48 hs.,Homogenea,11945,11938,12600,"11151,5","11731,929","9082,3","106552900,85",616
PAMP,2023-12-13,48 hs.,Homogenea,"2060,35",2089,2234,1977,"2042,813",922712,"1885610584,45",8930
SUPV,2023-12-13,48 hs.,Homogenea,811,764,815,"750,05","778,762",484670,"377442527,35",2653
TECO2,2023-12-13,48 hs.,Homogenea,"1683,9",1795,1845,1620,"1682,05",135745,"228329851,65",1725
TGNO4,2023-12-13,48 hs.,Homogenea,"1860,5",1800,1890,1616,"1758,922",371105,652744619,2903
TGSU2,2023-12-13,48 hs.,Homogenea,"3083,4",3190,3324,2916,"3055,226",345517,"1055743738,05",3237
TRAN,2023-12-13,48 hs.,Homogenea,1210,1269,1315,1120,"1184,693",686951,"813963236,5",2515
TXAR,2023-12-13,48 hs.,Homogenea,929,1040,1070,909,"963,661",1292577,1246170103,5618
VALO,2023-12-13,48 hs.,Homogenea,"224,75",220,233,"215,5","220,612",665933,146912988,2450
YPFD,2023-12-13,48 hs.,Homogenea,"18191,65",19500,19990,16999,"17969,922",555282,"9986185164,45",9317
VALO,2023-12-12,48 hs.,Homogenea,"222,25",210,226,210,"223,227",2231654,498166037,3617
EDN,2023-12-12,48 hs.,Homogenea,1038,940,"1059,2","930,05","987,28",1288008,1271625011,5648
CRES,2023-12-12,48 hs.,Homogenea,"1020,25",969,1044,942,"980,412",1940009,"1902224903,15",7240
COME,2023-12-12,48 hs.,Homogenea,"70,35",70,"72,1","67,6","69,28",7295459,"506678920,45",6146
CEPU,2023-12-12,48 hs.,Homogenea,"964,711","899,817","977,847","875,865","931,971",957110,"903084160,15",4947
BYMA,2023-12-12,48 hs.,Homogenea,943,894,950,890,"915,488",253538,"232145524,5",3051
BMA,2023-12-12,48 hs.,Homogenea,"2713,8",2775,2905,2687,"2756,458",226151,"623471302,65",2025
BBAR,2023-12-12,48 hs.,Homogenea,"1855,8",1890,1930,1790,"1852,661",516615,957112285,3546
ALUA,2023-12-12,48 hs.,Homogenea,"1115,5",1145,1145,1070,"1116,602",1841285,2056237627,9108
TXAR,2023-12-12,48 hs.,Homogenea,1003,995,1025,951,"994,444",1473954,1465962369,5558
TRAN,2023-12-12,48 hs.,Homogenea,"1196,5",1195,1238,1170,"1204,417",992266,"1195102534,5",2985
TGSU2,2023-12-12,48 hs.,Homogenea,"3044,85",2900,3100,"2795,25","2965,578",703746,"2087106500,55",3979
TGNO4,2023-12-12,48 hs.,Homogenea,"1707,5",1545,1730,"1491,5","1584,366",400239,639830503,2700
TECO2,2023-12-12,48 hs.,Homogenea,"1752,45",1700,1770,1601,"1725,908",233521,"403035842,05",1761
SUPV,2023-12-12,48 hs.,Homogenea,"764,35",785,850,760,"787,78",689444,"543130519,25",3297
PAMP,2023-12-12,48 hs.,Homogenea,"2061,35",1975,2089,1910,"1998,592",1478676,"2955811437,95",8623
MIRG,2023-12-12,48 hs.,Homogenea,11938,11728,11999,11600,"11834,303","7403,3","87612897,35",615
LOMA,2023-12-12,48 hs.,Homogenea,"1409,9",1300,1420,1289,"1360,834",322430,"438773615,5",3001
YPFD,2023-12-12,48 hs.,Homogenea,"18217,15",17801,18380,17252,"17856,124",653701,11684361297,11729
GGAL,2023-12-12,48 hs.,Homogenea,"1780,85",1787,"1833,75","1733,5","1750,179",1965001,"3508828282,65",5314
CRES,2023-12-11,48 hs.,Homogenea,"947,2",978,1000,919,"942,986",1039329,"980072820,05",6321
VALO,2023-12-11,48 hs.,Homogenea,"209,25",193,"211,5",193,"200,739",547334,109871302,2850
BYMA,2023-12-11,48 hs.,Homogenea,891,831,938,800,"845,801",229698,"195051004,5",2284
TGSU2,2023-12-11,48 hs.,Homogenea,"2896,3",2800,2989,2702,"2847,475",550355,"1567136740,2",3616
EDN,2023-12-11,48 hs.,Homogenea,"926,55",865,948,850,"907,747",852962,"774273312,75",4163
TGNO4,2023-12-11,48 hs.,Homogenea,"1524,5",1560,1560,"1416,5","1500,007",454493,681742724,2377
BMA,2023-12-11,48 hs.,Homogenea,"2772,75",2700,2899,2500,"2577,43",150651,"410228152,7",1935
TECO2,2023-12-11,48 hs.,Homogenea,"1698,05",1680,1704,"1554,15","1614,826",270944,"437527528,45",2188
COME,2023-12-11,48 hs.,Homogenea,"69,4","68,5",71,66,"67,833",5272103,"359646227,9",5321
SUPV,2023-12-11,48 hs.,Homogenea,"784,95","749,1","794,5","733,05","770,466",305292,"235217106,85",2589
BBAR,2023-12-11,48 hs.,Homogenea,"1875,7",1796,"1890,25",1780,"1823,76",349707,"637781527,15",2156
PAMP,2023-12-11,48 hs.,Homogenea,"1938,6",1925,1980,"1855,7","1907,21",1507296,"2874822025,75",9379
GGAL,2023-12-11,48 hs.,Homogenea,"1756,35",1685,"1783,75",1660,"1695,757",4215047,"7276917406,9",6826
MIRG,2023-12-11,48 hs.,Homogenea,"11728,5",11740,"11998,5",11505,"11702,823","8758,9","102503853,05",613
ALUA,2023-12-11,48 hs.,Homogenea,1119,1111,1145,1050,"1086,285",1240139,1351469671,8249
LOMA,2023-12-11,48 hs.,Homogenea,"1313,7",1310,1360,1281,"1319,666",392511,"517983455,15",2564
CEPU,2023-12-11,48 hs.,Homogenea,"898,336","869,198","902,78","813,391","867,903",1261930,"1108843989,95",4246
YPFD,2023-12-11,48 hs.,Homogenea,"17495,35",17110,17650,16175,"17215,52",445213,"7685867678,25",10308
TXAR,2023-12-11,48 hs.,Homogenea,991,1020,1050,942,"968,816",2234291,"2164711639,5",7460
TRAN,2023-12-11,48 hs.,Homogenea,"1146,5",1065,1148,1065,"1106,485",1339709,"1482454669,5",2163
VALO,2023-12-07,48 hs.,Homogenea,"192,75",190,193,190,"192,366",566545,"108984237,25",2323
EDN,2023-12-07,48 hs.,Homogenea,"853,1",811,870,785,"822,735",765941,"630166651,9",4009
CRES,2023-12-07,48 hs.,Homogenea,"959,05",894,975,880,"932,423",1324374,"1234876840,05",6383
COME,2023-12-07,48 hs.,Homogenea,"68,6","63,75",69,"63,75","66,719",4153144,"277256738,55",5448
CEPU,2023-12-07,48 hs.,Homogenea,"852,555","838,578","874,136","790,674","832,587",1372314,"1156770487,75",5422
BYMA,2023-12-07,48 hs.,Homogenea,830,788,839,750,"795,999",596251,"474615187,5",2662
BMA,2023-12-07,48 hs.,Homogenea,"2630,95",2505,2650,2452,"2577,083",417228,"1075231092,1",2104
BBAR,2023-12-07,48 hs.,Homogenea,"1750,2",1754,1781,1680,"1750,408",278653,"487756395,45",1784
ALUA,2023-12-07,48 hs.,Homogenea,1097,"1039,5",1100,"1011,5","1065,919",2207651,2353176745,9132
TXAR,2023-12-07,48 hs.,Homogenea,1004,946,1015,922,"986,56",1843833,"1819183159,5",6201
TRAN,2023-12-07,48 hs.,Homogenea,"1047,5",1030,1050,1011,"1042,327",383241,399462612,1934
TGSU2,2023-12-07,48 hs.,Homogenea,"2772,5",2561,2785,2530,"2656,913",716227,"1902953142,65",4512
TGNO4,2023-12-07,48 hs.,Homogenea,1487,1500,"1527,5",1450,"1486,323",476460,708173383,3247
TECO2,2023-12-07,48 hs.,Homogenea,"1630,6",1650,1650,1550,"1600,766",375413,"600948492,8",2281
SUPV,2023-12-07,48 hs.,Homogenea,"736,65",655,"749,1",649,"715,049",1052207,"752379483,6",3184
PAMP,2023-12-07,48 hs.,Homogenea,"1901,1",1842,1925,1775,"1861,905",1404007,"2614127263,3",11073
MIRG,2023-12-07,48 hs.,Homogenea,11733,10895,11900,10600,"11183,496","13090,4",146396441,998
LOMA,2023-12-07,48 hs.,Homogenea,"1310,9",1300,1317,1230,"1284,493",291315,"374192178,35",2820
YPFD,2023-12-07,48 hs.,Homogenea,"16489,1",16000,16801,15630,"16224,777",595505,"9661935548,15",13751
GGAL,2023-12-07,48 hs.,Homogenea,1657,1640,1695,1613,"1661,888",2667742,"4433467126,5",6357
CRES,2023-12-06,48 hs.,Homogenea,"878,35",925,930,840,"877,011",1621568,"1422132430,3",6860
VALO,2023-12-06,48 hs.,Homogenea,187,"180,5","187,75",175,"186,163",809400,150680607,2106
BYMA,2023-12-06,48 hs.,Homogenea,"771,5",799,799,745,"775,38",322209,250019241,1953
TGSU2,2023-12-06,48 hs.,Homogenea,"2511,05",2523,2600,2393,"2480,602",840077,"2083896849,6",4192
EDN,2023-12-06,48 hs.,Homogenea,"810,4","817,5",860,770,"814,082",518050,"421735057,05",2736
TGNO4,2023-12-06,48 hs.,Homogenea,"1474,5",1420,1500,"1310,5","1424,077",547517,779706229,2957
BMA,2023-12-06,48 hs.,Homogenea,"2503,25","2552,65","2613,5",2418,"2480,764",220636,"547345850,75",1950
TECO2,2023-12-06,48 hs.,Homogenea,"1596,05",1605,"1662,2",1510,"1570,527",134510,"211251648,25",1710
COME,2023-12-06,48 hs.,Homogenea,"63,75",66,"66,9","63,3","64,612",3179133,"205419958,2",3624
SUPV,2023-12-06,48 hs.,Homogenea,"655,8",635,680,620,"648,975",354758,"230229163,1",1867
BBAR,2023-12-06,48 hs.,Homogenea,"1727,4",1725,1785,"1651,5","1654,642",423516,"717021016,1",1510
PAMP,2023-12-06,48 hs.,Homogenea,"1800,2",1807,1850,"1716,5","1782,028",1096048,"1953188176,95",8593
GGAL,2023-12-06,48 hs.,Homogenea,"1631,35",1642,1678,"1563,75","1622,867",1784772,"2896505893,05",4859
MIRG,2023-12-06,48 hs.,Homogenea,10761,11214,11214,"10514,5","10795,984","6512,9","70313162,95",596
ALUA,2023-12-06,48 hs.,Homogenea,"1024,5",1000,1030,990,"1007,539",1163605,"1172447042,5",6114
LOMA,2023-12-06,48 hs.,Homogenea,"1272,65",1298,1300,1201,"1268,958",252378,"320257078,4",1481
CEPU,2023-12-06,48 hs.,Homogenea,"799,977","763,556","824,764","736,49","779,357",1658115,"1360793661,65",4891
YPFD,2023-12-06,48 hs.,Homogenea,"15800,3",16020,16800,15100,"15696,82",526635,"8266494550,8",11085
TXAR,2023-12-06,48 hs.,Homogenea,"941,5",890,948,877,"908,683",1154991,1049684351,5002
TRAN,2023-12-06,48 hs.,Homogenea,"1024,5",1027,1100,980,"1023,063",590883,604510828,2464
VALO,2023-12-05,48 hs.,Homogenea,"180,5","171,5",181,"169,25","177,417",986310,"174987910,5",1811
YPFD,2023-12-05,48 hs.,Homogenea,"16149,25",14800,16173,"14650,5","15641,47",347822,"5440631457,75",8355
LOMA,2023-12-05,48 hs.,Homogenea,"1267,75","1214,5","1272,1",1184,"1246,857",160825,"200525785,45",1418
MIRG,2023-12-05,48 hs.,Homogenea,"10924,5",10650,10995,"10504,5","10749,972","11088,6","119202143,3",747
PAMP,2023-12-05,48 hs.,Homogenea,"1806,85","1693,3","1812,15","1693,3","1763,296",970204,"1710757305,25",7440
SUPV,2023-12-05,48 hs.,Homogenea,"649,45",612,652,601,"641,123",263655,"169035320,4",1604
TECO2,2023-12-05,48 hs.,Homogenea,"1596,4",1538,1615,1483,"1577,134",269211,"424581707,55",1207
TGNO4,2023-12-05,48 hs.,Homogenea,1385,1240,1409,1200,"1354,656",400320,"542296022,5",2871
TGSU2,2023-12-05,48 hs.,Homogenea,"2493,75",2459,"2566,5",2415,"2476,228",650877,"1611719850,4",3384
TRAN,2023-12-05,48 hs.,Homogenea,1027,919,1040,918,"985,953",864013,851876342,2035
TXAR,2023-12-05,48 hs.,Homogenea,882,920,939,865,"900,05",1293610,1164313869,5050
ALUA,2023-12-05,48 hs.,Homogenea,986,1026,"1043,5",950,"1001,961",1682432,"1685867852,5",9443
BBAR,2023-12-05,48 hs.,Homogenea,"1732,9",1635,1744,1603,"1703,669",109308,"186224649,3",1307
BMA,2023-12-05,48 hs.,Homogenea,"2552,65",2478,"2585,5",2425,"2511,311",286354,"719123892,05",1966
BYMA,2023-12-05,48 hs.,Homogenea,763,730,785,"729,5","751,937",690008,"518842695,5",2764
CEPU,2023-12-05,48 hs.,Homogenea,"759,852","688,53","769,254","688,53","735,078",1450446,"1122715612,8",5037
COME,2023-12-05,48 hs.,Homogenea,"64,65",62,66,"61,7","64,818",4346593,282119879,3739
CRES,2023-12-05,48 hs.,Homogenea,"898,35",850,900,849,"875,664",1187759,"1040543884,2",3760
EDN,2023-12-05,48 hs.,Homogenea,"816,6",760,"828,95",749,"794,983",312083,248100658,2563
GGAL,2023-12-05,48 hs.,Homogenea,"1641,35",1526,"1655,5",1506,"1615,29",2945044,"4756540869,8",6617
YPFD,2023-12-04,48 hs.,Homogenea,"14664,55",15350,"15437,75",14500,"14910,96",254197,"3790432400,4",6926
GGAL,2023-12-04,48 hs.,Homogenea,"1521,45",1601,"1613,5",1471,"1524,55",2095250,"3193284373,45",5878
EDN,2023-12-04,48 hs.,Homogenea,"756,7",778,804,722,"760,247",185293,"140868519,2",1932
CRES,2023-12-04,48 hs.,Homogenea,"844,85","867,9",919,836,"869,77",1100512,"957901242,9",4539
COME,2023-12-04,48 hs.,Homogenea,"62,15","64,3","64,95","61,25","62,47",2835099,"177170806,5",3025
CEPU,2023-12-04,48 hs.,Homogenea,"688,435","739,814","742,758","676,184","696,407",1466950,"1075705947,45",4904
BYMA,2023-12-04,48 hs.,Homogenea,"728,5",711,735,711,"726,453",309466,"224812406,5",2353
BMA,2023-12-04,48 hs.,Homogenea,"2477,6","2590,1",2627,2390,"2480,267",378506,"938795800,2",2375
BBAR,2023-12-04,48 hs.,Homogenea,"1646,3",1689,1689,1600,"1639,86",116527,"191088024,35",1267
ALUA,2023-12-04,48 hs.,Homogenea,1026,1065,1080,950,"1023,843",1373395,"1406720327,5",8960
VALO,2023-12-04,48 hs.,Homogenea,"168,5",169,172,162,"168,61",525795,88654298,1660
TXAR,2023-12-04,48 hs.,Homogenea,920,949,949,855,"900,602",846127,762063313,4389
TRAN,2023-12-04,48 hs.,Homogenea,"918,5","869,5",920,"841,5","880,896",427989,377013803,1582
TGSU2,2023-12-04,48 hs.,Homogenea,"2415,85",2610,2699,2390,"2456,543",443474,"1089413149,75",3443
TGNO4,2023-12-04,48 hs.,Homogenea,1241,"1208,5",1250,1140,"1206,119",233530,281664865,1518
TECO2,2023-12-04,48 hs.,Homogenea,"1536,5",1562,1610,"1458,2","1514,504",91895,"139175337,75",1020
SUPV,2023-12-04,48 hs.,Homogenea,"611,75",630,"648,5","581,5","612,422",186378,"114141971,75",1683
PAMP,2023-12-04,48 hs.,Homogenea,"1693,25",1750,1795,"1644,4","1702,213",792829,"1349563755,1",7543
MIRG,2023-12-04,48 hs.,Homogenea,10793,11000,11200,10510,"10759,216","5661,5","60913303,45",526
LOMA,2023-12-04,48 hs.,Homogenea,"1215,95",1280,1280,"1180,5","1244,114",165040,"205328566,7",1490
VALO,2023-12-01,48 hs.,Homogenea,"167,25",162,"167,75",162,"165,723",532733,"88286116,5",1610
YPFD,2023-12-01,48 hs.,Homogenea,"15296,9",14500,15450,14216,"14695,544",339057,"4982627122,25",7486
TXAR,2023-12-01,48 hs.,Homogenea,919,849,950,840,"906,604",1927022,1747045805,5416
BYMA,2023-12-01,48 hs.,Homogenea,"711,5","675,5",718,"675,5","698,051",339694,237123696,1927
TRAN,2023-12-01,48 hs.,Homogenea,"859,5","819,5",862,783,"813,874",369851,"301012045,5",1063
EDN,2023-12-01,48 hs.,Homogenea,"771,15",736,"779,95",710,"736,37",312467,"230091260,15",2414
TGSU2,2023-12-01,48 hs.,Homogenea,"2560,45",2490,2588,"2380,15","2461,993",244932,"603020948,35",2313
BMA,2023-12-01,48 hs.,Homogenea,"2633,8",2389,2680,2332,"2429,44",134040,"325642166,1",1445
TGNO4,2023-12-01,48 hs.,Homogenea,"1208,5",1160,1250,1111,"1179,896",163802,193293364,1411
COME,2023-12-01,48 hs.,Homogenea,64,"63,65","64,2","61,5","62,945",3421106,"215346759,85",3402
TECO2,2023-12-01,48 hs.,Homogenea,"1557,1",1520,1575,1451,"1507,831",120689,"181978639,55",1328
BBAR,2023-12-01,48 hs.,Homogenea,"1679,65",1600,1690,1553,"1626,69",135660,"220676725,65",1321
